,__typename,id,uri,title,startDateTime,date,subtitle,sort,eventStatus,highlight,supportAct,announceSupport,soldOut,location,image
10,eventType,526295,program/protomartyr/526295,Protomartyr,2023-08-07T19:30:00+02:00,2023-08-07,Postpunk uit Detroit,"['1691429400000', '526295']",confirmed,False,Bobby Would + Kiwi Jr,2023-07-21T12:00:00+02:00,False,"[{'id': '37310', 'title': 'Paradiso'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/Protomartyr_Light_PC_Trevor-Naud_300dpi.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/Protomartyr_Light_PC_Trevor-Naud_300dpi.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/Protomartyr_Light_PC_Trevor-Naud_300dpi.jpg'}]"
11,eventType,1299795,program/dollhouse/1299795,Dollhouse,2023-08-08T19:30:00+02:00,2023-08-08,What role do you play?,"['1691515800000', '1299795']",confirmed,False,,2023-08-03T21:32:11+02:00,False,"[{'id': '37310', 'title': 'Paradiso'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/dollhousevisual_landscape_8aug.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/dollhousevisual_landscape_8aug.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/dollhousevisual_landscape_8aug.jpg'}]"
12,eventType,1307740,program/garden-by-day/1307740,Garden By Day,2023-08-11T17:00:00+02:00,2023-08-11,"Music, food and drinks in the garden","['1691766000000', '1307740']",,False,,2023-08-03T21:32:11+02:00,False,"[{'id': '1078907', 'title': 'GARDEN (Tolhuistuin)'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/1307624/eyJidWNrZXQiOiJhc3NldHMucGFyYWxsZWwuYW0iLCJrZXkiOiJnYXJkZW4tYmFubmVyLXctbG9nby5wbmciLCJlZGl0cyI6eyJw.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/1307624/eyJidWNrZXQiOiJhc3NldHMucGFyYWxsZWwuYW0iLCJrZXkiOiJnYXJkZW4tYmFubmVyLXctbG9nby5wbmciLCJlZGl0cyI6eyJw.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/1307624/eyJidWNrZXQiOiJhc3NldHMucGFyYWxsZWwuYW0iLCJrZXkiOiJnYXJkZW4tYmFubmVyLXctbG9nby5wbmciLCJlZGl0cyI6eyJw.jpg'}]"
13,eventType,1218619,program/disco-tropicana/1218619,Disco Tropicana,2023-08-11T23:00:00+02:00,2023-08-11,Funky fresh club night for disco lovers,"['1691787600000', '1218619']",confirmed,False,,2023-08-03T21:32:11+02:00,False,"[{'id': '37310', 'title': 'Paradiso'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/DiscoTropicana3_300319_watermark-1.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/DiscoTropicana3_300319_watermark-1.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/DiscoTropicana3_300319_watermark-1.jpg'}]"
14,eventType,1066128,program/buggin-out/1066128,Buggin' Out,2023-08-12T19:00:00+02:00,2023-08-12,Funky DJ's & live hiphop,"['1691859600000', '1066128']",confirmed,False,,2023-08-03T21:32:11+02:00,False,"[{'id': '37310', 'title': 'Paradiso'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/1066255/1_2023-05-23-100857_cutb.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/1066255/1_2023-05-23-100857_cutb.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/1066255/1_2023-05-23-100857_cutb.jpg'}]"
15,eventType,1124704,program/sneakout/1124704,Pride is Not Over: Sneakout,2023-08-12T21:00:00+02:00,2023-08-12,"A full-blown queer Paradiso takeover by Sneakout with live bands, DJs, Drag Kings and more","['1691866800000', '1124704']",confirmed,False,,2023-08-03T21:32:11+02:00,False,[],"[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/1219073/SneakOut_banner.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/1219073/SneakOut_banner.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/1219073/SneakOut_banner.jpg'}]"
16,eventType,1059145,program/pusha-t/1059145,Pusha T,2023-08-13T20:30:00+02:00,2023-08-13,Rap veteraan uit Virgina Beach,"['1691951400000', '1059145']",confirmed,True,,2023-08-03T21:32:11+02:00,True,"[{'id': '37310', 'title': 'Paradiso'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/41080/NEW-PUSHA-PRESS-PIC-1.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/41080/NEW-PUSHA-PRESS-PIC-1.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/41080/NEW-PUSHA-PRESS-PIC-1.jpg'}]"
17,eventType,711228,program/kelela/711228,Kelela,2023-08-14T19:30:00+02:00,2023-08-14,Zangeres beweegt zich tussen r&b en elektronisch,"['1692034200000', '711228']",confirmed,True,,2023-08-03T21:32:11+02:00,False,"[{'id': '37310', 'title': 'Paradiso'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/Kelela_1-3.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/Kelela_1-3.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/Kelela_1-3.jpg'}]"
18,eventType,1059147,program/pusha-t/1059147,Pusha T,2023-08-15T20:30:00+02:00,2023-08-15,Rap veteraan uit Virginia Beach,"['1692124200000', '1059147']",confirmed,True,,2023-08-03T21:32:11+02:00,False,"[{'id': '37310', 'title': 'Paradiso'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/41080/NEW-PUSHA-PRESS-PIC-1.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/41080/NEW-PUSHA-PRESS-PIC-1.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/41080/NEW-PUSHA-PRESS-PIC-1.jpg'}]"
19,eventType,526284,program/two-feet/526284,Two Feet,2023-08-16T19:30:00+02:00,2023-08-16,Sensuele elektronische pop en alt-rock,"['1692207000000', '526284']",confirmed,False,,2023-08-03T21:32:11+02:00,True,"[{'id': '37310', 'title': 'Paradiso'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/TwoFeet-Cropped.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/TwoFeet-Cropped.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/TwoFeet-Cropped.jpg'}]"
20,eventType,663342,program/thus-love/663342,THUS LOVE,2023-08-16T20:00:00+02:00,2023-08-16,Verfrissende DIY-band uit Vermont,"['1692208800000', '663342']",confirmed,False,The Klittens,2023-06-29T11:00:00+02:00,False,"[{'id': '37310', 'title': 'Paradiso'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/711209/thuslove2.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/711209/thuslove2.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/711209/thuslove2.jpg'}]"
21,eventType,665780,program/boywithuk/665780,BoyWithUke + Sfven,2023-08-17T19:30:00+02:00,2023-08-17,Mysterious ukulele pop singer-songwriter,"['1692293400000', '665780']",confirmed,False,Sfven,2023-05-19T11:00:00+02:00,True,"[{'id': '37310', 'title': 'Paradiso'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/BoyWithUke-persfoto.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/BoyWithUke-persfoto.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/BoyWithUke-persfoto.jpg'}]"
22,eventType,1083638,program/christian-lee-hutson/1083638,Christian Lee Hutson,2023-08-17T19:30:00+02:00,2023-08-17,Modern folk with nostalgic twist,"['1692293400000', '1083638']",confirmed,False,,2023-08-03T21:32:11+02:00,False,"[{'id': '37310', 'title': 'Paradiso'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/Christian-Lee-Hutson.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/Christian-Lee-Hutson.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/Christian-Lee-Hutson.jpg'}]"
23,eventType,1307831,program/garden-by-day/1307831,Garden By Day,2023-08-18T17:00:00+02:00,2023-08-18,"Music, food and drinks in the garden","['1692370800000', '1307831']",,False,,2023-08-03T21:32:11+02:00,False,"[{'id': '1078907', 'title': 'GARDEN (Tolhuistuin)'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/1307624/eyJidWNrZXQiOiJhc3NldHMucGFyYWxsZWwuYW0iLCJrZXkiOiJnYXJkZW4tYmFubmVyLXctbG9nby5wbmciLCJlZGl0cyI6eyJw.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/1307624/eyJidWNrZXQiOiJhc3NldHMucGFyYWxsZWwuYW0iLCJrZXkiOiJnYXJkZW4tYmFubmVyLXctbG9nby5wbmciLCJlZGl0cyI6eyJw.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/1307624/eyJidWNrZXQiOiJhc3NldHMucGFyYWxsZWwuYW0iLCJrZXkiOiJnYXJkZW4tYmFubmVyLXctbG9nby5wbmciLCJlZGl0cyI6eyJw.jpg'}]"
24,eventType,1064518,program/pabllo-vittar/1064518,Pabllo Vittar,2023-08-18T19:30:00+02:00,2023-08-18,Queericon from Brazil,"['1692379800000', '1064518']",confirmed,False,Alice Olsthoorn,2023-07-31T16:00:00+02:00,False,"[{'id': '37310', 'title': 'Paradiso'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/PablloVittar_persfoto.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/PablloVittar_persfoto.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/PablloVittar_persfoto.jpg'}]"
25,eventType,1083729,program/destroy-boys/1083729,Destroy Boys,2023-08-18T22:00:00+02:00,2023-08-18,Opkomende Amerikaanse punkrockband,"['1692388800000', '1083729']",confirmed,False,,2023-08-03T21:32:11+02:00,True,"[{'id': '37310', 'title': 'Paradiso'}]","[{'desktop': 'https://assets.paradiso.nl/images/transforms/event/_100x100_crop_center-center_none/1085806/DestroyBoys_web.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_103x70_crop_center-center_none/1085806/DestroyBoys_web.jpg'}, {'desktop': 'https://assets.paradiso.nl/images/transforms/event/_300x360_crop_center-center_none/1085806/DestroyBoys_web.jpg'}]"
