,index,start_date_time,title,price,ticket_url,type,venue
97,97,2023-10-03T17:30:00.000000Z,Bebel Gilberto,30,http://www.melkweg.nl//nl/agenda/bebel-gilberto-03-10-2023,Concert,melkweg
98,98,2023-10-04T17:00:00.000000Z,We Three,30,http://www.melkweg.nl//nl/agenda/we-three-04-10-2023,Concert,melkweg
99,99,2023-10-04T18:00:00.000000Z,Quessswho,30,http://www.melkweg.nl//nl/agenda/quessswho-04-10-2023,Concert,melkweg
100,100,2023-10-05T17:30:00.000000Z,20 jaar Pop,30,http://www.melkweg.nl//nl/agenda/20-jaar-pop-05-10-2023,Concert,melkweg
101,101,2023-10-06T17:00:00.000000Z,GRANDSON,30,http://www.melkweg.nl//nl/agenda/grandson-06-10-2023,Concert,melkweg
102,102,2023-10-06T17:30:00.000000Z,BLÜ EYES,30,http://www.melkweg.nl//nl/agenda/blu-eyes-06-10-2023,Concert,melkweg
103,103,2023-10-06T18:00:00.000000Z,Ragz Originale,30,http://www.melkweg.nl//nl/agenda/ragz-originale-06-10-2023,Concert,melkweg
104,104,2023-10-06T21:30:00.000000Z,80's Verantwoord,30,http://www.melkweg.nl//nl/agenda/80s-verantwoord-06-10-2023,Concert,melkweg
105,105,2023-10-07T17:00:00.000000Z,JP Cooper,30,http://www.melkweg.nl//nl/agenda/jp-cooper-07-10-2023,Concert,melkweg
106,106,2023-10-07T17:30:00.000000Z,Far Caspian,30,http://www.melkweg.nl//nl/agenda/far-caspian-07-10-2023,Concert,melkweg
107,107,2023-10-07T18:00:00.000000Z,Kevin Devine,30,http://www.melkweg.nl//nl/agenda/kevin-devine-07-10-2023,Concert,melkweg
108,108,2023-10-07T21:30:00.000000Z,Femmazing 90/00's,30,http://www.melkweg.nl//nl/agenda/femmazing-9000s-07-10-2023,Concert,melkweg
109,109,2023-10-08T17:00:00.000000Z,Gracie Abrams,30,http://www.melkweg.nl//nl/agenda/gracie-abrams-08-10-2023,Concert,melkweg
110,110,2023-10-08T17:30:00.000000Z,Therapy?,30,http://www.melkweg.nl//nl/agenda/therapy-08-10-2023,Concert,melkweg
111,111,2023-10-09T17:00:00.000000Z,K-Trap,30,http://www.melkweg.nl//nl/agenda/k-trap-09-10-2023,Concert,melkweg
112,112,2023-10-10T17:00:00.000000Z,NIKI,30,http://www.melkweg.nl//nl/agenda/niki-10-10-2023,Concert,melkweg
113,113,2023-10-10T17:30:00.000000Z,thuy,30,http://www.melkweg.nl//nl/agenda/thuy-10-10-2023,Concert,melkweg
114,114,2023-10-11T17:00:00.000000Z,Larry June,30,http://www.melkweg.nl//nl/agenda/larry-june-11-10-2023,Concert,melkweg
115,115,2023-10-11T17:30:00.000000Z,Lauren Mayberry,30,http://www.melkweg.nl//nl/agenda/lauren-mayberry-11-10-2023,Concert,melkweg
116,116,2023-10-11T18:00:00.000000Z,Maeta,30,http://www.melkweg.nl//nl/agenda/maeta-11-10-2023,Concert,melkweg
117,117,2023-10-12T17:00:00.000000Z,Poets Of The Fall,30,http://www.melkweg.nl//nl/agenda/poets-of-the-fall-12-10-2023,Concert,melkweg
118,118,2023-10-12T17:30:00.000000Z,Lovelytheband,30,http://www.melkweg.nl//nl/agenda/lovelytheband-12-10-2023,Concert,melkweg
119,119,2023-10-13T17:00:00.000000Z,Kid Francescoli,30,http://www.melkweg.nl//nl/agenda/kid-francescoli-13-10-2023,Concert,melkweg
120,120,2023-10-13T17:30:00.000000Z,Guè Pequeno,30,http://www.melkweg.nl//nl/agenda/gue-13-10-2023,Concert,melkweg
