,index,start_date_time,title,price,ticket_url,type,venue
70,70,2023-09-27T12:30:00+02:00,Free Lunchtime Concert,0.0,https://www.concertgebouw.nl/en/concerts/3299321-free-lunchtime-concert,Concert,concertgebouw
71,71,2023-09-27T20:15:00+02:00,"Leonkoro Quartet: Beethoven, Shostakovich and Webern",29.0,https://www.concertgebouw.nl/en/concerts/2612301-leonkoro-quartet-beethoven-shostakovich-and-webern,Concert,concertgebouw
72,72,2023-09-30T13:00:00+02:00,Rameau's Opera Les Boréades,44.0,https://www.concertgebouw.nl/en/concerts/2614412-rameaus-opera-les-boréades,Concert,concertgebouw
73,73,2023-09-30T20:15:00+02:00,"Marc Albrecht and Daniel Lozakovich in Ligeti, R. Strauss and Bruch",31.0,https://www.concertgebouw.nl/en/concerts/2634540-marc-albrecht-and-daniel-lozakovich-in-ligeti-r-strauss-and-bruch,Concert,concertgebouw
74,74,2023-09-30T20:15:00+02:00,Guitar Series: Raphaël Feuillâtre,26.0,https://www.concertgebouw.nl/en/concerts/2617661-guitar-series-raphaël-feuillâtre,Concert,concertgebouw
75,75,2023-10-01T11:00:00+02:00,Bach's Brandenburg Concerto No. 5 & Schumann's Piano Quintet,25.0,https://www.concertgebouw.nl/en/concerts/2631813-bachs-brandenburg-concerto-no-5-schumanns-piano-quintet,Concert,concertgebouw
76,76,2023-10-01T20:15:00+02:00,Eliades Ochoa,29.0,https://www.concertgebouw.nl/en/concerts/3267657-eliades-ochoa,Concert,concertgebouw
77,77,2023-10-02T20:15:00+02:00,"Marc Albrecht and Daniel Lozakovich in Ligeti, R. Strauss and Bruch",31.0,https://www.concertgebouw.nl/en/concerts/2634541-marc-albrecht-and-daniel-lozakovich-in-ligeti-r-strauss-and-bruch,Concert,concertgebouw
78,78,2023-10-02T20:15:00+02:00,"Busch Trio: Beethoven, Mozart and Ravel",29.0,https://www.concertgebouw.nl/en/concerts/2612302-busch-trio-beethoven-mozart-and-ravel,Concert,concertgebouw
79,79,2023-10-03T20:15:00+02:00,"Clayton-Hamilton Jazz Orchestra feat. Trijntje Oosterhuis, René Marie and Akiko Tsuruga",50.0,https://www.concertgebouw.nl/en/concerts/38335-clayton-hamilton-jazz-orchestra-feat-trijntje-oosterhuis-rené-marie-and-akiko-tsuruga,Concert,concertgebouw
80,80,2023-10-04T20:15:00+02:00,"Busch Trio: Beethoven, Mozart and Ravel",29.0,https://www.concertgebouw.nl/en/concerts/2612303-busch-trio-beethoven-mozart-and-ravel,Concert,concertgebouw
81,81,2023-10-04T20:15:00+02:00,"Iván Fischer conducts the Concertgebouw Orchestra in Mendelssohn, Debussy, Satie and Ravel",29.0,https://www.concertgebouw.nl/en/concerts/3109813-iván-fischer-conducts-the-concertgebouw-orchestra-in-mendelssohn-debussy-satie-and-ravel,Concert,concertgebouw
82,82,2023-10-05T19:00:00+02:00,Concertgebouw Orchestra and Iván Fischer: Inside Out,45.0,https://www.concertgebouw.nl/en/concerts/3109814-concertgebouw-orchestra-and-iván-fischer-inside-out,Concert,concertgebouw
83,83,2023-10-05T20:15:00+02:00,Pianist Marie-Ange Nguci: Chopin and Schumann,27.0,https://www.concertgebouw.nl/en/concerts/2612304-pianist-marie-ange-nguci-chopin-and-schumann,Concert,concertgebouw
84,84,2023-10-05T21:15:00+02:00,Concertgebouw Orchestra and Iván Fischer: Inside Out,45.0,https://www.concertgebouw.nl/en/concerts/3109815-concertgebouw-orchestra-and-iván-fischer-inside-out,Concert,concertgebouw
85,85,2023-10-06T20:15:00+02:00,"Iván Fischer conducts the Concertgebouw Orchestra in Mendelssohn, Debussy, Satie and Ravel",29.0,https://www.concertgebouw.nl/en/concerts/3109816-iván-fischer-conducts-the-concertgebouw-orchestra-in-mendelssohn-debussy-satie-and-ravel,Concert,concertgebouw
86,86,2023-10-07T14:15:00+02:00,Johan Dalene plays Mendelssohn's Violin Concerto,39.5,https://www.concertgebouw.nl/en/concerts/2613779-johan-dalene-plays-mendelssohns-violin-concerto,Concert,concertgebouw
87,87,2023-10-08T11:00:00+02:00,Netherlands Radio Choir & Hannes Minnaar: Brahms,21.0,https://www.concertgebouw.nl/en/concerts/2631814-netherlands-radio-choir-hannes-minnaar-brahms,Concert,concertgebouw
88,88,2023-10-08T14:15:00+02:00,"Iván Fischer conducts the Concertgebouw Orchestra in Mendelssohn, Debussy, Satie and Ravel",29.0,https://www.concertgebouw.nl/en/concerts/3109817-iván-fischer-conducts-the-concertgebouw-orchestra-in-mendelssohn-debussy-satie-and-ravel,Concert,concertgebouw
89,89,2023-10-08T20:15:00+02:00,Maxim Vengerov plays Brahms,42.5,https://www.concertgebouw.nl/en/concerts/2643770-maxim-vengerov-plays-brahms,Concert,concertgebouw
90,90,2023-10-08T20:15:00+02:00,"Nicolas van Poucke plays Debussy, Mozart and Rachmaninoff",17.5,https://www.concertgebouw.nl/en/concerts/3166962-nicolas-van-poucke-plays-debussy-mozart-and-rachmaninoff,Concert,concertgebouw
91,91,2023-10-10T20:15:00+02:00,Ilker Arcayürek & Ammiel Bushakevitz: Schubert's Winterreise,36.0,https://www.concertgebouw.nl/en/concerts/2612305-ilker-arcayürek-ammiel-bushakevitz-schuberts-winterreise,Concert,concertgebouw
92,92,2023-10-11T20:15:00+02:00,Rising Stars: Mathis Stier,20.0,https://www.concertgebouw.nl/en/concerts/2612306-rising-stars-mathis-stier,Concert,concertgebouw
93,93,2023-10-11T20:15:00+02:00,Popup Choir: sing along with Tina Turner's Simply the Best,15.0,https://www.concertgebouw.nl/en/concerts/3102354-popup-choir-sing-along-with-tina-turners-simply-the-best,Concert,concertgebouw
94,94,2023-10-12T20:15:00+02:00,Quatuor Modigliani plays Schubert's 'Death and the Maiden',40.0,https://www.concertgebouw.nl/en/concerts/2612307-quatuor-modigliani-plays-schuberts-death-and-the-maiden,Concert,concertgebouw
95,95,2023-10-12T20:15:00+02:00,"Concertgebouw Orchestra plays Ravel, Loevendie and Smit",20.0,https://www.concertgebouw.nl/en/concerts/3110476-concertgebouw-orchestra-plays-ravel-loevendie-and-smit,Concert,concertgebouw
96,96,2023-10-13T20:15:00+02:00,"Concertgebouw Orchestra plays Loevendie, Ravel and Smit",20.0,https://www.concertgebouw.nl/en/concerts/3110477-concertgebouw-orchestra-plays-loevendie-ravel-and-smit,Concert,concertgebouw
97,97,2023-10-14T12:00:00+02:00,"KleuterSinfonietta: Speelgoedfabriek Tokkel en Strijk (ages 4-5, Dutch spoken)",18.0,https://www.concertgebouw.nl/en/concerts/3251626-kleuter-sinfonietta-speelgoedfabriek-tokkel-en-strijk-ages-4-5-dutch-spoken,Concert,concertgebouw
98,98,2023-10-14T14:00:00+02:00,"KleuterSinfonietta: Speelgoedfabriek Tokkel en Strijk (ages 4-5, Dutch spoken)",18.0,https://www.concertgebouw.nl/en/concerts/3251627-kleuter-sinfonietta-speelgoedfabriek-tokkel-en-strijk-ages-4-5-dutch-spoken,Concert,concertgebouw
99,99,2023-10-14T20:15:00+02:00,Quatuor Modigliani plays Schubert's 'Death and the Maiden',40.0,https://www.concertgebouw.nl/en/concerts/2612308-quatuor-modigliani-plays-schuberts-death-and-the-maiden,Concert,concertgebouw
